,wikidataID,attractionName
5746,http://www.wikidata.org/entity/Q2191118,Netherlands Photo Museum
5747,http://www.wikidata.org/entity/Q3924939,Zoölogisch Museum Amsterdam
5748,http://www.wikidata.org/entity/Q220280,Zoologisches Museum der Stadt Straßburg
5749,http://www.wikidata.org/entity/Q946089,Musée Franck A. Perret
5750,http://www.wikidata.org/entity/Q1475214,Vulcania
5751,http://www.wikidata.org/entity/Q2974801,Cité du Volcan
5752,http://www.wikidata.org/entity/Q16536978,Zentrum der Erdwissenschaften
5753,http://www.wikidata.org/entity/Q68007579,Centre d'interprétation du volcanisme littoral
5754,http://www.wikidata.org/entity/Q3359052,Oxford University Herbaria
5755,http://www.wikidata.org/entity/Q5025605,Cambridge University Museum of Zoology
5756,http://www.wikidata.org/entity/Q5142674,Cole Museum of Zoology
5757,http://www.wikidata.org/entity/Q5596372,Grant Museum of Zoology and Comparative Anatomy
5758,http://www.wikidata.org/entity/Q21592481,Gordon Museum of Pathology
5759,http://www.wikidata.org/entity/Q26318487,"Herbarium Complex, Royal Botanic Gardens, Kew"
5760,http://www.wikidata.org/entity/Q61262428,Sidney Cooper Weston drinking fountain
5761,http://www.wikidata.org/entity/Q163255,Botanischer Garten und Botanisches Museum Berlin
5762,http://www.wikidata.org/entity/Q220266,Zoologisches Museum Göttingen
5763,http://www.wikidata.org/entity/Q220267,Zoologisches Museum Hamburg
5764,http://www.wikidata.org/entity/Q220268,Zoologisches Museum Kiel
5765,http://www.wikidata.org/entity/Q250369,Museum für Tierkunde Dresden
5766,http://www.wikidata.org/entity/Q320486,Abgußsammlung des Archäologischen Instituts der Universität Göttingen
5767,http://www.wikidata.org/entity/Q322160,Museum Witt
5768,http://www.wikidata.org/entity/Q323082,Museum für Photographie
5769,http://www.wikidata.org/entity/Q338608,Botanisches Museum Greifswald
5770,http://www.wikidata.org/entity/Q636742,Archäologische Sammlung der Universität Rostock
5771,http://www.wikidata.org/entity/Q1183156,Deichtorhallen
5772,http://www.wikidata.org/entity/Q1722964,Lava-Dome Mendig
5773,http://www.wikidata.org/entity/Q2030742,Original- und Abgusssammlung des Archäologischen Instituts der Universität des Saarlandes
5774,http://www.wikidata.org/entity/Q2535365,Vulkanhaus Strohn
5775,http://www.wikidata.org/entity/Q2535377,Vulkanmuseum Daun
5776,http://www.wikidata.org/entity/Q31207401,Antikensammlung und Skulpturensaal der Goethe-Universität Frankfurt
5777,http://www.wikidata.org/entity/Q56234950,Museum für Haustierkunde Julius Kühn
5778,http://www.wikidata.org/entity/Q5549583,Museum of Technology
5779,http://www.wikidata.org/entity/Q10692063,Technology and Maritime Museum
5780,http://www.wikidata.org/entity/Q198606,Ziegeleimuseum Cathrinesminde
5781,http://www.wikidata.org/entity/Q1033805,Danmarks Traktormuseum
5782,http://www.wikidata.org/entity/Q1270352,Dänisches Industriemuseum
5783,http://www.wikidata.org/entity/Q5275006,DieselHouse
5784,http://www.wikidata.org/entity/Q10466595,Danmarks Tekniske Museum
5785,http://www.wikidata.org/entity/Q1954551,Museum der Kinematographie in Łódź
5786,http://www.wikidata.org/entity/Q6941029,"Museum of Technology, Warsaw"
5787,http://www.wikidata.org/entity/Q6941031,Museum of Technology and Textile Industry
5788,http://www.wikidata.org/entity/Q9339878,Q9339878
5789,http://www.wikidata.org/entity/Q11787019,Q11787019
5790,http://www.wikidata.org/entity/Q947082,Museo nazionale della scienza e della tecnologia Leonardo da Vinci
5791,http://www.wikidata.org/entity/Q3868115,Museum of Electrical Technique
5792,http://www.wikidata.org/entity/Q70047210,Malacological Museum Malakos
5793,http://www.wikidata.org/entity/Q372676,Technisches Museum Wien
5794,http://www.wikidata.org/entity/Q1271635,Noesis
5795,http://www.wikidata.org/entity/Q972211,Monsieur Cannibale
5796,http://www.wikidata.org/entity/Q2153292,Q2153292
5797,http://www.wikidata.org/entity/Q19926556,Tea Cups
5798,http://www.wikidata.org/entity/Q88640163,Muséum d'histoire naturelle de Troyes
5799,http://www.wikidata.org/entity/Q2820837,Abbot Hall Art Gallery
5800,http://www.wikidata.org/entity/Q674773,Science Museum
5801,http://www.wikidata.org/entity/Q5377939,Enginuity
5802,http://www.wikidata.org/entity/Q131617,Deutsches Museum
5803,http://www.wikidata.org/entity/Q374459,Technik Museum Sinsheim
5804,http://www.wikidata.org/entity/Q439325,Altes Pumpwerk
5805,http://www.wikidata.org/entity/Q578657,Technik-Museum Speyer
5806,http://www.wikidata.org/entity/Q706530,Deutsches Technikmuseum Berlin
5807,http://www.wikidata.org/entity/Q881418,Otto-Lilienthal-Museum
5808,http://www.wikidata.org/entity/Q882079,Technoseum
5809,http://www.wikidata.org/entity/Q1206064,Deutsches Thermometermuseum Geraberg
5810,http://www.wikidata.org/entity/Q1279477,Hebezeug-Museum
5811,http://www.wikidata.org/entity/Q1327650,Elektrothek Osterath
5812,http://www.wikidata.org/entity/Q1355073,Technische Sammlung Hochhut
5813,http://www.wikidata.org/entity/Q1409852,Technische Sammlungen Dresden
5814,http://www.wikidata.org/entity/Q1695209,Umspannwerk Recklinghausen
5815,http://www.wikidata.org/entity/Q2398998,Technikmuseum Freudenberg
5816,http://www.wikidata.org/entity/Q2474174,Uhrenindustriemuseum Villingen-Schwenningen
5817,http://www.wikidata.org/entity/Q8123634,LWL-Industriemuseum Zeche Nachtigall
5818,http://www.wikidata.org/entity/Q1441701,Technisches Museum in Brünn
5819,http://www.wikidata.org/entity/Q429663,Slowakisches Technisches Museum
5820,http://www.wikidata.org/entity/Q3080132,Dimitrie Leonida Technical Museum
5821,http://www.wikidata.org/entity/Q6974996,National Polytechnical Museum
5822,http://www.wikidata.org/entity/Q2453522,Castletown House
5823,http://www.wikidata.org/entity/Q2432540,Sankt Jansspital
5824,http://www.wikidata.org/entity/Q2441211,Belfried von Brügge
5825,http://www.wikidata.org/entity/Q2448543,domaine de Mariemont
5826,http://www.wikidata.org/entity/Q2449405,Radiomuseum
5827,http://www.wikidata.org/entity/Q2454537,Rupelklei
5828,http://www.wikidata.org/entity/Q2471860,Koeleweimolen
5829,http://www.wikidata.org/entity/Q2478313,musée d'Ansembourg
5830,http://www.wikidata.org/entity/Q2482757,musée Tchantchès
5831,http://www.wikidata.org/entity/Q2459334,Tamminiemi
5832,http://www.wikidata.org/entity/Q2438737,Toftum Skole
5833,http://www.wikidata.org/entity/Q2418618,Casa Buonarroti
5834,http://www.wikidata.org/entity/Q2472396,Torre del Mangia
5835,http://www.wikidata.org/entity/Q1971299,Palazzo Colonna
5836,http://www.wikidata.org/entity/Q2430178,Thurytal
5837,http://www.wikidata.org/entity/Q2436218,Tiroler Kaiserjägermuseum
5838,http://www.wikidata.org/entity/Q2436269,Tiroler Museumsbahnen
5839,http://www.wikidata.org/entity/Q2442004,Tonindustrie Scheibbs
5840,http://www.wikidata.org/entity/Q2448625,Tramway Museum Graz
5841,http://www.wikidata.org/entity/Q2464088,Töpfermuseum Stoob
5842,http://www.wikidata.org/entity/Q2474178,Wien Museum. Uhrenmuseum
5843,http://www.wikidata.org/entity/Q2409236,Roman catacombs
5844,http://www.wikidata.org/entity/Q2411005,Q2411005
5845,http://www.wikidata.org/entity/Q2412016,Naturhistorisches Museum Maastricht
5846,http://www.wikidata.org/entity/Q2417946,Historisch Museum Deventer
5847,http://www.wikidata.org/entity/Q2419924,Stadspark de Groningue
5848,http://www.wikidata.org/entity/Q2423105,Q2423105
5849,http://www.wikidata.org/entity/Q2425770,Huis Van Gijn
5850,http://www.wikidata.org/entity/Q2429440,"Waag, Deventer"
5851,http://www.wikidata.org/entity/Q2436387,Museum de Fundatie
5852,http://www.wikidata.org/entity/Q2436390,Eerste Friese Schaatsmuseum
5853,http://www.wikidata.org/entity/Q2440253,Q2440253
5854,http://www.wikidata.org/entity/Q2442464,Lambert van Meerten Museum
5855,http://www.wikidata.org/entity/Q2445274,Steinkohlenzeche Valkenburg
5856,http://www.wikidata.org/entity/Q2446455,Jan Klaassens Museum
5857,http://www.wikidata.org/entity/Q2447114,Q2447114
5858,http://www.wikidata.org/entity/Q2447629,Museum Kam
5859,http://www.wikidata.org/entity/Q2447969,Ammersoyen Castle
5860,http://www.wikidata.org/entity/Q2451046,Poptaslot
5861,http://www.wikidata.org/entity/Q2454702,Q2454702
5862,http://www.wikidata.org/entity/Q2459642,Weverijmuseum Geldrop
5863,http://www.wikidata.org/entity/Q2464610,Uniastate
5864,http://www.wikidata.org/entity/Q2465128,Q2465128
5865,http://www.wikidata.org/entity/Q2468128,Hortus Botanicus Leiden
5866,http://www.wikidata.org/entity/Q2470853,Afrika Museum
5867,http://www.wikidata.org/entity/Q2472385,Q2472385
5868,http://www.wikidata.org/entity/Q2475164,Q2475164
5869,http://www.wikidata.org/entity/Q2478628,Frans Hals Museum - Hal
5870,http://www.wikidata.org/entity/Q2479295,Q2479295
5871,http://www.wikidata.org/entity/Q2479640,Rijtuig museum Groningen
5872,http://www.wikidata.org/entity/Q2483022,Museum Tromp's Huys
5873,http://www.wikidata.org/entity/Q2485044,Biesbosch Museum
5874,http://www.wikidata.org/entity/Q2415229,Musée Henri Chapu
5875,http://www.wikidata.org/entity/Q2435525,musée Jeanne-Devos de Wormhout
5876,http://www.wikidata.org/entity/Q2445818,Musée de La Poste
5877,http://www.wikidata.org/entity/Q2449709,Musée de la Contrefaçon
5878,http://www.wikidata.org/entity/Q2450180,Schloss La Bastie d’Urfé
5879,http://www.wikidata.org/entity/Q2452513,Villa Ephrussi de Rothschild
5880,http://www.wikidata.org/entity/Q2408607,Kirbuster Farm Museum
5881,http://www.wikidata.org/entity/Q2414262,The Skye Museum of Island Life
5882,http://www.wikidata.org/entity/Q2407925,Textilmuseum Die Scheune
5883,http://www.wikidata.org/entity/Q2407936,Textilmuseum der Brennet
5884,http://www.wikidata.org/entity/Q2409247,Thaulow-Museum
5885,http://www.wikidata.org/entity/Q2412294,The Kennedys (Museum)
5886,http://www.wikidata.org/entity/Q2416312,Theaterwissenschaftliche Sammlung Universität zu Köln
5887,http://www.wikidata.org/entity/Q2428768,Thonet-Museum
5888,http://www.wikidata.org/entity/Q2430787,Thüringer Freilichtmuseum Hohenfelden
5889,http://www.wikidata.org/entity/Q2430865,Thüringer Museum (Eisenach)
5890,http://www.wikidata.org/entity/Q2430867,Thüringer Museum für Elektrotechnik Erfurt
5891,http://www.wikidata.org/entity/Q2430878,Thüringer Orgelmuseum Bechstedtstraß
5892,http://www.wikidata.org/entity/Q2433358,Till-Eulenspiegel-Museum Schöppenstedt
5893,http://www.wikidata.org/entity/Q2441502,Tonbergbaumuseum Siershahn
5894,http://www.wikidata.org/entity/Q2443934,Torf- und Siedlungsmuseum
5895,http://www.wikidata.org/entity/Q2459096,LVR-Industriemuseum Euskirchen
5896,http://www.wikidata.org/entity/Q2459104,Tuchmacher-Museum Bramsche
5897,http://www.wikidata.org/entity/Q2459113,Tuchmuseum Lennep
5898,http://www.wikidata.org/entity/Q2460439,Turbinenmuseum Augsburg
5899,http://www.wikidata.org/entity/Q2460905,Turm der Sinne
5900,http://www.wikidata.org/entity/Q2464072,Töpfereimuseum Langerwehe
5901,http://www.wikidata.org/entity/Q2464080,Töpfermuseum Breitscheid
5902,http://www.wikidata.org/entity/Q2474182,Uhrenmuseum Bad Iburg
5903,http://www.wikidata.org/entity/Q2474193,Uhrensammlung Karl Gebhardt
5904,http://www.wikidata.org/entity/Q2475379,Museum Ulm
5905,http://www.wikidata.org/entity/Q2478651,Museum of the History of Riga and Navigation
5906,http://www.wikidata.org/entity/Q2424070,Lusthaus der Königin Anna
5907,http://www.wikidata.org/entity/Q2465811,Vrana Palace
5908,http://www.wikidata.org/entity/Q2785004,Cork Museum of Palafrugell
5909,http://www.wikidata.org/entity/Q2813530,Casa de Colón
5910,http://www.wikidata.org/entity/Q2837755,Saragossa Museum
5911,http://www.wikidata.org/entity/Q2842192,Museo Vaqueiro de Asturias
5912,http://www.wikidata.org/entity/Q2882620,Gavà Museum and the Gavà Mines Archaeological Park
5913,http://www.wikidata.org/entity/Q2884470,Museo Néstor
5914,http://www.wikidata.org/entity/Q2887186,Centro de Interpretación de la Minería (Barruelo de Santullán)
5915,http://www.wikidata.org/entity/Q2887569,Museo de Navarra
5916,http://www.wikidata.org/entity/Q2888526,Foro de la Biodiversidad (Sevilla)
5917,http://www.wikidata.org/entity/Q2889374,Museo de la Técnica de Manresa
5918,http://www.wikidata.org/entity/Q2785293,George Grard Museum
5919,http://www.wikidata.org/entity/Q2789120,Sint-Janshuismolen
5920,http://www.wikidata.org/entity/Q2789484,Kant- en Linnenmuseum
5921,http://www.wikidata.org/entity/Q2799943,ModeMuseum
5922,http://www.wikidata.org/entity/Q2801907,Stoommachinemuseum Etiz
5923,http://www.wikidata.org/entity/Q2801959,Vleeshuis
5924,http://www.wikidata.org/entity/Q2803509,Sint-Jansgodshuis
5925,http://www.wikidata.org/entity/Q2834422,Maison de pêcheur Nys-Vermoote
5926,http://www.wikidata.org/entity/Q2840717,Museum voor Volkskunde
5927,http://www.wikidata.org/entity/Q2860416,Archives d'architecture moderne
5928,http://www.wikidata.org/entity/Q2860519,Archives et Musée de la Littérature
5929,http://www.wikidata.org/entity/Q2860524,archives et musée de la vie flamande à Bruxelles
5930,http://www.wikidata.org/entity/Q2869992,Maison Cauchie
5931,http://www.wikidata.org/entity/Q2870341,Au cœur de l'Ardoise
5932,http://www.wikidata.org/entity/Q2876625,BPS22
5933,http://www.wikidata.org/entity/Q2893370,Beaux-Arts Mons
5934,http://www.wikidata.org/entity/Q2786038,Früherer Benediktinerkonvent und Refektorium Sant'Apollonia
5935,http://www.wikidata.org/entity/Q2836812,Orto Botanico Comunale di Lucca
5936,http://www.wikidata.org/entity/Q2860778,Archaeological area of Roselle
5937,http://www.wikidata.org/entity/Q2860782,Vetulonia
5938,http://www.wikidata.org/entity/Q2809471,Zeitbrücke-Museum
5939,http://www.wikidata.org/entity/Q2838227,Ethnography and History Museum of Póvoa de Varzim
5940,http://www.wikidata.org/entity/Q2779535,Stedelijk Museum Schiedam
5941,http://www.wikidata.org/entity/Q2780274,Fort Vijfhuizen
5942,http://www.wikidata.org/entity/Q2782510,Historisches Museum de Bevelanden
5943,http://www.wikidata.org/entity/Q2783734,Museum Opsterlân
5944,http://www.wikidata.org/entity/Q2783790,Q2783790
5945,http://www.wikidata.org/entity/Q2784427,Arnhems Oorlogsmuseum 40-45
5946,http://www.wikidata.org/entity/Q2786191,Jopie Huisman Museum
5947,http://www.wikidata.org/entity/Q2787871,Museum Amsterdam-Noord
5948,http://www.wikidata.org/entity/Q2789485,Q2789485
5949,http://www.wikidata.org/entity/Q2791381,Q2791381
5950,http://www.wikidata.org/entity/Q2793692,Villa Zebra
5951,http://www.wikidata.org/entity/Q2794022,Van Eesteren Museum
5952,http://www.wikidata.org/entity/Q2798268,Limburg Museum
5953,http://www.wikidata.org/entity/Q2799143,Pinetum Birkhoven
5954,http://www.wikidata.org/entity/Q2840998,Q2840998
5955,http://www.wikidata.org/entity/Q2856476,Generaal Maczek Museum
5956,http://www.wikidata.org/entity/Q2856480,Q2856480
5957,http://www.wikidata.org/entity/Q2857579,Q2857579
5958,http://www.wikidata.org/entity/Q2860957,Inkijkmuseum
5959,http://www.wikidata.org/entity/Q2863024,Synagoge
5960,http://www.wikidata.org/entity/Q2869457,Q2869457
5961,http://www.wikidata.org/entity/Q2874177,Dordrechts Museum
5962,http://www.wikidata.org/entity/Q2876855,Q2876855
5963,http://www.wikidata.org/entity/Q2882945,Grafisch Museum Groningen
5964,http://www.wikidata.org/entity/Q2885637,Q2885637
5965,http://www.wikidata.org/entity/Q2808698,Museum der Zivilisationen Europas und des Mittelmeers
5966,http://www.wikidata.org/entity/Q2845768,Abri du marin de l'île de Sein
5967,http://www.wikidata.org/entity/Q2845788,Apothicairerie de Montluel
5968,http://www.wikidata.org/entity/Q2854179,Musée Antoine-Lécuyer
5969,http://www.wikidata.org/entity/Q2858640,House of Doctor Gagnon
5970,http://www.wikidata.org/entity/Q2860599,Archéodrome de Beaune
5971,http://www.wikidata.org/entity/Q2865844,Artothèque de La Réunion
5972,http://www.wikidata.org/entity/Q2866171,Aréna
5973,http://www.wikidata.org/entity/Q2868809,Atelier-musée du textile
5974,http://www.wikidata.org/entity/Q2820837,Abbot Hall Art Gallery
5975,http://www.wikidata.org/entity/Q2865427,Corrigall Farm Museum
5976,http://www.wikidata.org/entity/Q2802890,Teddymuseum
5977,http://www.wikidata.org/entity/Q2858419,Skulpturenmuseum Glaskasten
5978,http://www.wikidata.org/entity/Q2790284,Ice Age Centre
5979,http://www.wikidata.org/entity/Q2800824,Trenta Lodge
5980,http://www.wikidata.org/entity/Q2814260,Jewish Museum
5981,http://www.wikidata.org/entity/Q2018379,National Gallery of Ireland
5982,http://www.wikidata.org/entity/Q2046601,Museo de Arte Abstracto Español
5983,http://www.wikidata.org/entity/Q2104074,Museo de Arte Contemporáneo de Castilla y León
5984,http://www.wikidata.org/entity/Q2283575,Museo de Escultura al Aire Libre de La Castellana
5985,http://www.wikidata.org/entity/Q2102369,Q2102369
5986,http://www.wikidata.org/entity/Q2215500,Museum of Deinze and the Leie region
5987,http://www.wikidata.org/entity/Q2273417,Broel Museum
5988,http://www.wikidata.org/entity/Q2285837,Palais des Beaux-Arts de Bruxelles
5989,http://www.wikidata.org/entity/Q2304164,Grand Curtius
5990,http://www.wikidata.org/entity/Q2223322,Villa Vauban
5991,http://www.wikidata.org/entity/Q1992004,Göteborger Kunstmuseum
5992,http://www.wikidata.org/entity/Q2034331,Palazzo Rosso
5993,http://www.wikidata.org/entity/Q2054135,Gallerie di Piazza Scala
5994,http://www.wikidata.org/entity/Q2095405,Pinacoteca Nazionale di Siena
5995,http://www.wikidata.org/entity/Q2219262,Palazzo Mansi National Museum
5996,http://www.wikidata.org/entity/Q2245152,Galleria Sabauda
5997,http://www.wikidata.org/entity/Q2266081,Galleria Nazionale d'Arte Antica
5998,http://www.wikidata.org/entity/Q1979511,Neue Galerie Graz
5999,http://www.wikidata.org/entity/Q2215920,Salzburg Museum
6000,http://www.wikidata.org/entity/Q2217345,Sammlung Essl
6001,http://www.wikidata.org/entity/Q2330528,Design Museum of Thessaloniki
6002,http://www.wikidata.org/entity/Q2331186,Museum of Photography Thessaloniki
6003,http://www.wikidata.org/entity/Q2191491,Museu Coleção Berardo
6004,http://www.wikidata.org/entity/Q1994770,Museum van Bommel van Dam
6005,http://www.wikidata.org/entity/Q2127133,Hedge House
6006,http://www.wikidata.org/entity/Q2161858,Cobra Museum
6007,http://www.wikidata.org/entity/Q2298844,Museum Voorlinden
6008,http://www.wikidata.org/entity/Q2000339,pavillon de l'Arsenal
6009,http://www.wikidata.org/entity/Q2023566,musée Dapper
6010,http://www.wikidata.org/entity/Q2072717,appartement du roi
6011,http://www.wikidata.org/entity/Q2081177,Palace of the Dukes of Lorraine
6012,http://www.wikidata.org/entity/Q2090916,musée arménien de France
6013,http://www.wikidata.org/entity/Q2296362,Musée Gustave Moreau
6014,http://www.wikidata.org/entity/Q2317145,musée Renoir
6015,http://www.wikidata.org/entity/Q2069041,Penlee House
6016,http://www.wikidata.org/entity/Q2081335,Petworth House
6017,http://www.wikidata.org/entity/Q2097388,Pitzhanger Manor-House
6018,http://www.wikidata.org/entity/Q2105155,Portland Gallery
6019,http://www.wikidata.org/entity/Q1979514,Neue Galerie im Höhmannhaus
6020,http://www.wikidata.org/entity/Q1980351,Neues Museum Weimar
6021,http://www.wikidata.org/entity/Q2037916,Otto-Dix-Haus
6022,http://www.wikidata.org/entity/Q2084370,Pforzheim Galerie
6023,http://www.wikidata.org/entity/Q2105523,Porzellanikon
6024,http://www.wikidata.org/entity/Q2290655,Situation Kunst
6025,http://www.wikidata.org/entity/Q2324618,Staatliches Museum Schwerin
6026,http://www.wikidata.org/entity/Q2324939,Staatsgalerie Aschaffenburg
6027,http://www.wikidata.org/entity/Q2324941,Staatsgalerie Neuburg
6028,http://www.wikidata.org/entity/Q2327133,Stadtgalerie Kiel
6029,http://www.wikidata.org/entity/Q2327696,Stadtmuseum Simeonstift Trier
6030,http://www.wikidata.org/entity/Q2139553,Museum Kampa
6031,http://www.wikidata.org/entity/Q2246502,Muzeum českého kubismu
6032,http://www.wikidata.org/entity/Q2023134,Pleven Panorama
6033,http://www.wikidata.org/entity/Q2350879,Modern Gallery
6034,http://www.wikidata.org/entity/Q1226166,Hungarian Theatre Museum and Institute
6035,http://www.wikidata.org/entity/Q6033621,Museo Nacional del Teatro (España)
6036,http://www.wikidata.org/entity/Q2574433,El Paso
6037,http://www.wikidata.org/entity/Q13740026,Jungle Mission
6038,http://www.wikidata.org/entity/Q19974067,Le Palais d'Ali Baba
6039,http://www.wikidata.org/entity/Q18346788,Theatre Museum
6040,http://www.wikidata.org/entity/Q1652884,Teaterladan
6041,http://www.wikidata.org/entity/Q2620602,Jamtli
6042,http://www.wikidata.org/entity/Q3578460,Västerbottens Museum
6043,http://www.wikidata.org/entity/Q7618027,Stockholmer Musikmuseum
6044,http://www.wikidata.org/entity/Q10576141,Q10576141
6045,http://www.wikidata.org/entity/Q10590390,Västernorrlands museum
6046,http://www.wikidata.org/entity/Q10685972,Q10685972
6047,http://www.wikidata.org/entity/Q18448716,Swedish Museum of Performing Arts
6048,http://www.wikidata.org/entity/Q3182302,Gotlands Fornsal
6049,http://www.wikidata.org/entity/Q3072878,Theatre Museum in the Court Theatre
6050,http://www.wikidata.org/entity/Q47001008,Det Gyldne Tårn
6051,http://www.wikidata.org/entity/Q56425679,Q56425679
6052,http://www.wikidata.org/entity/Q56425679,Q56425679
6053,http://www.wikidata.org/entity/Q64768935,HT Museum
6054,http://www.wikidata.org/entity/Q28563519,Brus tram depot
6055,http://www.wikidata.org/entity/Q15925128,Litauisches Eisenbahnmuseum
6056,http://www.wikidata.org/entity/Q51099,Museo Teatrale alla Scala
6057,http://www.wikidata.org/entity/Q1679608,Museo Teatrale Carlo Schmidl
6058,http://www.wikidata.org/entity/Q3639675,Library and theater museum of the Burcardo
6059,http://www.wikidata.org/entity/Q3868146,Museum of theatre masks and puppet theatre
6060,http://www.wikidata.org/entity/Q3868354,Ägyptisches Museum Mailand
6061,http://www.wikidata.org/entity/Q3868456,Theatermuseum der Romagna
6062,http://www.wikidata.org/entity/Q7268392,Quadreria dell Fondazione Cassa di Risparmo di Fano
6063,http://www.wikidata.org/entity/Q16336141,Casa Menotti
6064,http://www.wikidata.org/entity/Q19904258,Quadreria dell'Ospedale di Busto Arsizio
6065,http://www.wikidata.org/entity/Q54855196,Q54855196
6066,http://www.wikidata.org/entity/Q55348240,Q55348240
6067,http://www.wikidata.org/entity/Q55372369,Museo della Marionetta
6068,http://www.wikidata.org/entity/Q306724,Theatermuseum (Wien)
6069,http://www.wikidata.org/entity/Q2328230,Stadttheater Grein
6070,http://www.wikidata.org/entity/Q37949885,"Ehem. Remise d. Straßenbahn, Stadtverkehrsmuseum"
6071,http://www.wikidata.org/entity/Q1584857,Theatermuseum
6072,http://www.wikidata.org/entity/Q285356,Fata Morgana
6073,http://www.wikidata.org/entity/Q636333,De Vliegende Hollander
6074,http://www.wikidata.org/entity/Q2534814,Gondoletta
6075,http://www.wikidata.org/entity/Q13740026,Jungle Mission
6076,http://www.wikidata.org/entity/Q213322,Victoria and Albert Museum
6077,http://www.wikidata.org/entity/Q7380680,Rush
6078,http://www.wikidata.org/entity/Q7777393,Theatre Museum
6079,http://www.wikidata.org/entity/Q15223453,Heaton Park Tramway
6080,http://www.wikidata.org/entity/Q16248172,Stoke Bruerne Canal Museum
6081,http://www.wikidata.org/entity/Q16834024,Dundee Museum of Transport
6082,http://www.wikidata.org/entity/Q16889713,Yorkshire Waterways Museum
6083,http://www.wikidata.org/entity/Q26670146,Bury Transport Museum
6084,http://www.wikidata.org/entity/Q39464958,Scottish Vintage Bus Museum
6085,http://www.wikidata.org/entity/Q85501270,Swansea Bus Museum
6086,http://www.wikidata.org/entity/Q85675776,Canvey Island Transport Museum
6087,http://www.wikidata.org/entity/Q3182264,John Paul Jones’ Cottage
6088,http://www.wikidata.org/entity/Q100288106,Zentralmagazin Naturwissenschaftlicher Sammlungen
6089,http://www.wikidata.org/entity/Q463403,Theaterfigurenmuseum Lübeck
6090,http://www.wikidata.org/entity/Q1206066,Deutsches Theatermuseum
6091,http://www.wikidata.org/entity/Q1302288,Stadtbad
6092,http://www.wikidata.org/entity/Q1308036,Theatermuseum Meiningen
6093,http://www.wikidata.org/entity/Q1540630,Theatermuseum Düsseldorf
6094,http://www.wikidata.org/entity/Q1848729,Tikal
6095,http://www.wikidata.org/entity/Q2232116,Schauspiel Hannover
6096,http://www.wikidata.org/entity/Q2683137,Abenteuer Atlantis
6097,http://www.wikidata.org/entity/Q14912326,Unimog-Museum
6098,http://www.wikidata.org/entity/Q15850592,Theatermuseum Berlin
6099,http://www.wikidata.org/entity/Q22694419,Verkehrsmuseum Karlsruhe
6100,http://www.wikidata.org/entity/Q23721126,Feldbahn- und Industriemuseum Wiesloch
6101,http://www.wikidata.org/entity/Q26256874,Berliner S-Bahn-Museum
6102,http://www.wikidata.org/entity/Q64339382,Sächsisches Nutzfahrzeugmuseum
6103,http://www.wikidata.org/entity/Q76636941,Bajasseum I Zirkusmuseum
6104,http://www.wikidata.org/entity/Q62018265,Museum of Czech Puppets and Circus
6105,http://www.wikidata.org/entity/Q84077903,Q84077903
6106,http://www.wikidata.org/entity/Q85593117,Q85593117
6107,http://www.wikidata.org/entity/Q85653239,Q85653239
6108,http://www.wikidata.org/entity/Q18542292,National Theatre Museum
6109,http://www.wikidata.org/entity/Q3773707,Museum of Fine Arts of Asturias
6110,http://www.wikidata.org/entity/Q3780332,Juan Barjola Museum of Painting
6111,http://www.wikidata.org/entity/Q3816465,Arranz-Bravo Foundation
6112,http://www.wikidata.org/entity/Q3816570,Vicenç Ros Municipal Museum
6113,http://www.wikidata.org/entity/Q3819648,Museu Barbier-Mueller d'Art Precolombí
6114,http://www.wikidata.org/entity/Q3820914,Abelló Museum
6115,http://www.wikidata.org/entity/Q3821731,Gravina Museum of Fine Arts
6116,http://www.wikidata.org/entity/Q3824294,Cerdanyola Kunstmuseum. Can Domènech
6117,http://www.wikidata.org/entity/Q3848124,El Greco Museum
6118,http://www.wikidata.org/entity/Q3747208,Fondazione Prada
6119,http://www.wikidata.org/entity/Q3747209,Fondazione Querini Stampalia
6120,http://www.wikidata.org/entity/Q3757708,Civic Gallery of Modern and Contemporary Art
6121,http://www.wikidata.org/entity/Q3757709,Galleria Civica d'Arte Moderna e Contemporanea di Latina
6122,http://www.wikidata.org/entity/Q3757721,Galleria d'arte moderna di Milano
6123,http://www.wikidata.org/entity/Q3757722,Galleria d'arte moderna Ricci Oddi
6124,http://www.wikidata.org/entity/Q3757723,Bologna Gallery of Modern Art
6125,http://www.wikidata.org/entity/Q3757738,Gallery of Costume
6126,http://www.wikidata.org/entity/Q3757748,Galleria delle antiche ceramiche abruzzesi
6127,http://www.wikidata.org/entity/Q3757763,National Gallery of Cosenza
6128,http://www.wikidata.org/entity/Q3803778,Istituto Nazionale per la Grafica
6129,http://www.wikidata.org/entity/Q3819018,Turin Stadtmuseum für Alte Kunst
6130,http://www.wikidata.org/entity/Q3821046,La Permanente
6131,http://www.wikidata.org/entity/Q3867743,Gallarate Art Museum
6132,http://www.wikidata.org/entity/Q3867768,Museo di Palazzo Pretorio
6133,http://www.wikidata.org/entity/Q3867770,ziviles museum viterbo
6134,http://www.wikidata.org/entity/Q3867772,Basilio Cascella Civic Museum
6135,http://www.wikidata.org/entity/Q3867777,"Civic Museum ""Giovanni Fattori"""
6136,http://www.wikidata.org/entity/Q3867845,Costantino Barbella Art Museum
6137,http://www.wikidata.org/entity/Q3867848,Museum für antike Kunst
